title,content warnings,date finished,date watched,favourite?,feels,genre,notes,progress,rating,"rating ",runtime,status,summary,tags,total,trailer,type,watched
the americans,,,,No,"serious, tense","drama, thriller",,0%,,,45 min,watchlist,two kgb spies pose as a suburban couple during the cold war,"drama, spy",75,,tv show/series,
the handmaid’s tale,,,,No,"dark, serious","drama, thriller",,0%,,,50 min,watchlist,a woman fights for survival and freedom under a theocratic regime,"dystopian, political drama, thriller",56,,tv show/series,
the expanse,,,,No,"serious, tense",drama,,0%,,,45 min,watchlist,a conspiracy threatens peace across the solar system as factions clash,thriller,62,,tv show/series,
the night of,,,,No,"serious, tense","crime, drama",,0%,,,60 min,watchlist,"a young man becomes the prime suspect in a murder, exposing justice system flaws","crime, legal drama, thriller",8,,tv show/series,
titans,,,,No,"dark, serious","action and adventure, crime, drama",,0%,,,45 min,watchlist,young heroes battle crime and their inner demons,"action, drama, superhero",49,,tv show/series,
two and a half men,,,,No,"chill, funny",comedy,,0%,,,22 min,watchlist,a carefree bachelor’s life changes when his brother and nephew move in,"comedy, sitcom",262,,tv show/series,
vampire diaries,,,,No,"dramatic, romantic","drama, fantasy, romance",,0%,,,43 min,watchlist,"a teen girl is drawn into a world of vampires, love, and danger","drama, teen drama",171,,tv show/series,
westworld,,,,No,"serious, tense",drama,,0%,,,60 min,watchlist,"androids in a theme park gain consciousness, unraveling reality",thriller,36,,tv show/series,
white collar,,,,No,"chill, serious","crime, drama",,0%,,,42 min,watchlist,a con artist assists an fbi agent in catching white-collar criminals,"crime, detective, drama",81,,tv show/series,
will & grace,,,,No,"funny, happy",comedy,,0%,,,22 min,watchlist,"two best friends navigate life, love, and friendship","comedy, sitcom",246,,tv show/series,
yellow jackets,,,,No,"dark, tense","drama, horror, thriller",,0%,,,55 min,watchlist,survivors of a plane crash confront past horrors as adults,"drama, psychological thriller",19,,tv show/series,
witcher,,,,No,"dramatic, serious","drama, fantasy",,0%,,,60 min,watchlist,a monster hunter travels a war-torn continent tied to destiny,"adventure, drama, fantasy",24,,tv show/series,
die hard,"coarse language, intense violence, violence",,,No,"dramatic, tense","action and adventure, thriller",,0%,,,132 min,watchlist,a new york cop must save hostages from terrorists in a skyscraper during christmas,"action, crime, thriller",,[https://www.youtube.com/watch?v=2TQ-pOvI6Xo](https://www.youtube.com/watch?v=2TQ-pOvI6Xo),movie/film,
the matrix,"drug themes, violence",,,No,"dark, dramatic, tense","action and adventure, sci-fi",,0%,,,136 min,watchlist,a computer hacker learns the world is a simulated reality and joins a rebellion against its controllers,"action, adventure, superhero, thriller",,[https://www.youtube.com/watch?v=vKQi3bBA1y8](https://www.youtube.com/watch?v=vKQi3bBA1y8),movie/film,
mad max: fury road,"gore, intense violence, violence",,,No,"dramatic, tense","action and adventure, sci-fi",,0%,,,120 min,watchlist,"in a post-apocalyptic wasteland, a drifter and a rebel leader flee from a tyrannical warlord","action, adventure, post-apocalyptic, thriller",,[https://www.youtube.com/watch?v=hEJnMQG9ev8](https://www.youtube.com/watch?v=hEJnMQG9ev8),movie/film,
terminator 2: judgment day,"intense violence, violence",,,No,"dramatic, tense","action and adventure, sci-fi",,0%,,,137 min,watchlist,a cyborg is sent back in time to protect a boy destined to lead humanity against machines,"action, superhero, thriller",,[https://www.youtube.com/watch?v=eajuMYNYtuY](https://www.youtube.com/watch?v=eajuMYNYtuY),movie/film,
raiders of the lost ark,violence,,,No,dramatic,action and adventure,,0%,,,115 min,watchlist,an archaeologist races against Nazis to recover a sacred artifact,"action, adventure",,[https://www.youtube.com/watch?v=XkkzKHCx154](https://www.youtube.com/watch?v=XkkzKHCx154),movie/film,
aliens,"horror themes, intense violence, violence",,,No,"dramatic, scary, tense","action and adventure, horror, sci-fi",,0%,,,137 min,watchlist,a group of marines must battle deadly extraterrestrial creatures on a distant colony,"action, adventure, alien",,[https://www.youtube.com/watch?v=NJ2tLzXohD0](https://www.youtube.com/watch?v=NJ2tLzXohD0),movie/film,
seven samurai,violence,,,No,"dramatic, serious","action and adventure, drama, historical",,0%,,,207 min,watchlist,a village hires seven samurai to defend them from bandits,"action, adventure, drama, war",,[https://www.youtube.com/watch?v=7mwTjvXG1oY](https://www.youtube.com/watch?v=7mwTjvXG1oY),movie/film,
the wild bunch,"gore, intense violence, violence",,,No,"dramatic, tense","action and adventure, drama",,0%,,,145 min,watchlist,an aging group of outlaws plans one last big score as the old west dies,"action, adventure, crime, western",,[https://www.youtube.com/watch?v=4-lWl0U1r-s](https://www.youtube.com/watch?v=4-lWl0U1r-s),movie/film,
enter the dragon,"coarse language, violence",,,No,dramatic,action and adventure,,0%,,,102 min,watchlist,a martial artist enters a tournament to expose a criminal lord,"action, adventure, martial arts",,[https://www.youtube.com/watch?v=wi1qAfLkNn0](https://www.youtube.com/watch?v=wi1qAfLkNn0),movie/film,
the road warrior,"intense violence, violence",,,No,"dramatic, tense","action and adventure, sci-fi",,0%,,,96 min,watchlist,a drifter protects a community from a violent gang in a desolate future,"action, adventure, post-apocalyptic",,[https://www.youtube.com/watch?v=0hpr2VfQ0Hw](https://www.youtube.com/watch?v=0hpr2VfQ0Hw),movie/film,
speed,violence,,,No,"dramatic, tense","action and adventure, thriller",,0%,,,116 min,watchlist,a cop must prevent a bomb from exploding on a city bus by keeping it above a certain speed,"action, thriller",,[https://www.youtube.com/watch?v=okGq8e1P9kk](https://www.youtube.com/watch?v=okGq8e1P9kk),movie/film,
goldfinger,violence,,,No,"dramatic, tense","action and adventure, thriller",,0%,,,110 min,watchlist,james bond investigates a gold smuggling villain threatening global security,"action, spy, thriller",,[https://www.youtube.com/watch?v=UnZO0sUEtJ4](https://www.youtube.com/watch?v=UnZO0sUEtJ4),movie/film,
"the good, the bad and the ugly","gore, violence",,,No,"dramatic, tense","action and adventure, historical",,0%,,,161 min,watchlist,three gunslingers compete to find buried treasure during the civil war,"action, adventure, war, western",,[https://www.youtube.com/watch?v=WCN5JJY_wiA](https://www.youtube.com/watch?v=WCN5JJY_wiA),movie/film,
bullitt,"crime themes, violence",,,No,"dramatic, tense","action and adventure, crime, thriller",,0%,,,114 min,watchlist,a cop must solve a murder while dealing with a dangerous criminal underworld,"action, crime, thriller",,[https://www.youtube.com/watch?v=Tc1_9cL1z2k](https://www.youtube.com/watch?v=Tc1_9cL1z2k),movie/film,
"crouching tiger, hidden dragon",violence,,,No,"dramatic, romantic, tense","action and adventure, fantasy, romance",,0%,,,120 min,watchlist,"a warrior's sword is stolen, leading to a tale of love and betrayal in ancient china","action, adventure, martial arts, romance",,[https://www.youtube.com/watch?v=evknBX5HRmU](https://www.youtube.com/watch?v=evknBX5HRmU),movie/film,
heat,"coarse language, crime themes, violence",,,No,"dramatic, tense","action and adventure, crime, thriller",,0%,,,170 min,watchlist,a professional thief and a dedicated detective face off in a high-stakes game of cat and mouse,"action, crime, thriller",,[https://www.youtube.com/watch?v=TWcyIpul8OE](https://www.youtube.com/watch?v=TWcyIpul8OE),movie/film,
gladiator,"intense violence, violence",,,No,"dramatic, tense","action and adventure, drama, historical",,0%,,,155 min,watchlist,"a roman general is betrayed, enslaved, and seeks revenge against the emperor","action, adventure, drama, war",,[https://www.youtube.com/watch?v=owK1qxDselE](https://www.youtube.com/watch?v=owK1qxDselE),movie/film,
rambo,"intense violence, violence",,,No,"dramatic, tense","action and adventure, thriller",,0%,,,96 min,watchlist,a vietnam veteran fights to rescue hostages and confront his traumatic past,"action, thriller, war",,[https://www.youtube.com/watch?v=Bg5d5zzqVL0](https://www.youtube.com/watch?v=Bg5d5zzqVL0),movie/film,
the killer,"crime themes, intense violence, violence",,,No,"dramatic, tense","action and adventure, crime, thriller",,0%,,,111 min,watchlist,a hitman takes on one last job while facing moral dilemmas and a detective's pursuit,"action, crime, thriller",,[https://www.youtube.com/watch?v=C-ZQ8shZ0r8](https://www.youtube.com/watch?v=C-ZQ8shZ0r8),movie/film,
léon: the professional,"coarse language, crime themes, violence",,,No,"dramatic, tense","action and adventure, crime, drama",,0%,,,110 min,watchlist,a professional hitman forms a bond with a young girl seeking revenge,"action, crime, drama",,[https://www.youtube.com/watch?v=DcsirofJrlM](https://www.youtube.com/watch?v=DcsirofJrlM),movie/film,
hard boiled,"crime themes, intense violence, violence",,,No,"dramatic, tense","action and adventure, crime, thriller",,0%,,,102 min,watchlist,a cop fights against a gang smuggling weapons while dealing with personal loss,"action, crime, martial arts, thriller",,[https://www.youtube.com/watch?v=jzH5pM2bLGg](https://www.youtube.com/watch?v=jzH5pM2bLGg),movie/film,
lethal weapon,[https://www.youtube.com/watch?v=Z0uHzT39C6M](https://www.youtube.com/watch?v=Z0uHzT39C6M),,,No,"funny, tense","action and adventure, comedy, crime",,0%,,,110 min,watchlist,"violence,coarse language","action, comedy, crime",,,movie/film,
first blood,"intense violence, violence",,,No,"dramatic, tense","action and adventure, thriller",,0%,,,93 min,watchlist,a vietnam veteran is hunted by police after being harassed in a small town,"action, thriller, war",,[https://www.youtube.com/watch?v=yzC8uG3S7r4](https://www.youtube.com/watch?v=yzC8uG3S7r4),movie/film,
robocop,"crime themes, intense violence, violence",,,No,"dramatic, tense","action and adventure, sci-fi",,0%,,,102 min,watchlist,a critically injured cop is transformed into a powerful cyborg to fight crime,"action, crime, thriller",,[https://www.youtube.com/watch?v=cd6xVRi0w9o](https://www.youtube.com/watch?v=cd6xVRi0w9o),movie/film,
the bourne identity,"coarse language, violence",,,No,"dramatic, tense","action and adventure, thriller",,0%,,,119 min,watchlist,a man with amnesia must discover his identity while being hunted by assassins,"action, spy, thriller",,[https://www.youtube.com/watch?v=FpKaB2e3xjg](https://www.youtube.com/watch?v=FpKaB2e3xjg),movie/film,
the bourne ultimatum,"coarse language, violence",,,No,"dramatic, tense","action and adventure, thriller",,0%,,,115 min,watchlist,jason bourne continues to uncover his past while evading government operatives,"action, spy, thriller",,[https://www.youtube.com/watch?v=OQ1rl6X9Su8](https://www.youtube.com/watch?v=OQ1rl6X9Su8),movie/film,
john wick,"crime themes, intense violence, violence",,,No,"dramatic, tense","action and adventure, thriller",,0%,,,101 min,watchlist,a retired hitman seeks revenge against gangsters who wronged him,"action, crime, thriller",,[https://www.youtube.com/watch?v=2AUmvWm5ZDQ](https://www.youtube.com/watch?v=2AUmvWm5ZDQ),movie/film,
the terminator,"intense violence, violence",,,No,"dramatic, tense","action and adventure, sci-fi",,0%,,,107 min,watchlist,a cyborg is sent from the future to kill a woman whose child will lead a rebellion,"action, superhero, thriller",,[https://www.youtube.com/watch?v=k64P4l2Wmeg](https://www.youtube.com/watch?v=k64P4l2Wmeg),movie/film,
predator,[https://www.youtube.com/watch?v=3jqdiJAG3oE](https://www.youtube.com/watch?v=3jqdiJAG3oE),,,No,"scary, tense","action and adventure, sci-fi",,0%,,,107 min,watchlist,"violence,intense violence,alien,horror themes","action, alien, thriller",,,movie/film,
